Ts,t,Q released,Weight loss,Q  Base line,W  Base line,Q corrected,Weight loss corrected,Q acumulated,Remaining Weight,,T (oC),Column,Row,Weight [%],Column,Row,,Sample,"Total OM loss
[%]","Total Q released
[J g-1]","Q' 
[J mg-1 OM]","Q50
[J g-1]","T50Q
[oC]","Q1
[%]","Q2
[%]","Q3
[%]","T1Q 
[oC]","T2Q 
[oC]","T3Q 
[oC]","W50
[%]","T50W
[oC]","W1
(%)","W2
(%)","W3
(%)","T1W 
[oC]","T2W 
[oC]","T3W 
[oC]"
[oC],[s],[W g-1],[% OM loss oC-1],[W g-1],[% OM loss oC-1],[W g-1],[mg OM g-1 sample oC-1],[J g-1],[%],,150,J,600,96.1,G,600,,SIA2,5.9,2437,41008,1219,360,58.1,34.3,7.5,337.7,375.1,509.0,3.0,383,2.8,1.8,1.3,326.0,462.0,475.0
5.20E+01,0.00E+00,-3.34E-01,0.00E+00,-3.34E-01,0.00E+00,0.0000,0.0000,0.00,9.92E+01,,375,J,1913,93.3,G,1914,,,,,,,,,,,,,,,,,,,,,
5.19E+01,1.00E+00,-3.50E-01,0.00E+00,-3.50E-01,0.00E+00,0.0000,0.0000,0.00,9.92E+01,,475,J,2516,91.4,G,2517,,,,,,,,,,,,,,,,,,,,,
5.19E+01,2.00E+00,-3.52E-01,0.00E+00,-3.52E-01,0.00E+00,0.0000,0.0000,0.00,9.92E+01,,600,J,3263,90.1,G,3263,,,,,,,,,,,,,,,,,,,,,
5.20E+01,3.00E+00,-3.51E-01,0.00E+00,-3.51E-01,0.00E+00,0.0000,0.0000,0.00,9.92E+01,,,H,Total OM loss [%],5.9,,,,,,,,,,,,,,,,,,,,,,,
5.20E+01,4.00E+00,-3.51E-01,0.00E+00,-3.51E-01,0.00E+00,0.0000,0.0000,0.00,9.92E+01,,,,W50 [%],3.0,,,,,,,,,,,,,,,,,,,,,,,
5.21E+01,5.00E+00,-3.53E-01,0.00E+00,-3.53E-01,0.00E+00,0.0000,0.0000,0.00,9.92E+01,,,,W50 [%] Relative,93.1,,,,,,,,,,,,,,,,,,,,,,,
5.22E+01,6.00E+00,-3.54E-01,0.00E+00,-3.54E-01,0.00E+00,0.0000,0.0000,0.00,9.92E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.23E+01,7.00E+00,-3.57E-01,0.00E+00,-3.57E-01,0.00E+00,0.0000,0.0000,0.00,9.92E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.24E+01,8.00E+00,-3.59E-01,0.00E+00,-3.59E-01,0.00E+00,0.0000,0.0000,0.00,9.92E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.25E+01,9.00E+00,-3.62E-01,0.00E+00,-3.62E-01,0.00E+00,0.0000,0.0000,0.00,9.92E+01,,Q'= Q/OM [J mg OM-1],Q corrected,Q corrected abs,Q50,Groups of resistance to thermal oxidation,,,,,,,,,,,,,,,,,,,,,,
5.26E+01,1.00E+01,-3.64E-01,0.00E+00,-3.64E-01,0.00E+00,0.0000,0.0000,0.00,9.91E+01,,,,,,,oC,,,,,,,,,,,,,,,,,,,,,
5.28E+01,1.10E+01,-3.66E-01,0.00E+00,-3.66E-01,0.00E+00,0.0000,0.0000,0.00,9.91E+01,,41007.6,2437,2437,1218.7,Q total,150-600,,,,,,,,,,,,,,,,,,,,,
5.29E+01,1.20E+01,-3.68E-01,0.00E+00,-3.68E-01,0.00E+00,0.0000,0.0000,0.00,9.91E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
